№;Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
4857-C;2024-08-10;521;DXB;SVO;16:05;20:50;20;0,55;11;73H;C;7377,57;11
4857-Y;2024-08-10;521;DXB;SVO;16:05;20:50;138;0,2826;39;73H;Y;7364,59;39
4858-C;2024-08-10;526;SVO;DXB;11:20;18:20;20;0,65;13;73H;C;7862,49;13
4858-Y;2024-08-10;526;SVO;DXB;11:20;18:20;138;0,3043;42;73H;Y;9751,71;42
4859-C;2024-08-10;1009;KGD;SVO;03:00;06:35;16;0,5;8;32B;C;1101,35;8
4859-W;2024-08-10;1009;KGD;SVO;03:00;06:35;29;0,7586;22;32B;W;2281,59;22
4859-Y;2024-08-10;1009;KGD;SVO;03:00;06:35;138;1,1087;153;32B;Y;5298,32;153
4860-C;2024-08-10;1018;SVO;KGD;12:05;13:40;16;0,875;14;32B;C;2185,8;14
4860-W;2024-08-10;1018;SVO;KGD;12:05;13:40;29;0,9655;28;32B;W;3038,59;29
4860-Y;2024-08-10;1018;SVO;KGD;12:05;13:40;138;1,0507;145;32B;Y;4788,52;145
4861-C;2024-08-10;1054;SVO;MCX;21:45;00:45;20;0,15;3;320;C;734,64;4
4861-Y;2024-08-10;1054;SVO;MCX;21:45;00:45;120;1,0667;128;320;Y;6725,44;131
4862-C;2024-08-10;1055;MCX;SVO;06:20;09:10;16;0,0625;1;32B;C;265,36;1
4862-Y;2024-08-10;1055;MCX;SVO;06:20;09:10;167;1,006;168;32B;Y;10712,71;168
4863-C;2024-08-10;1129;AER;SVO;20:10;23:30;8;0,625;5;32A;C;359,95;5
4863-W;2024-08-10;1129;AER;SVO;20:10;23:30;30;0,0667;2;32A;W;40,54;2
4863-Y;2024-08-10;1129;AER;SVO;20:10;23:30;120;0,7833;94;32A;Y;8182,12;94
4864-C;2024-08-10;1141;AER;SVO;06:20;09:55;8;0,5;4;32A;C;642,54;4
4864-W;2024-08-10;1141;AER;SVO;06:20;09:55;30;0,0667;2;32A;W;40,54;2
4864-Y;2024-08-10;1141;AER;SVO;06:20;09:55;120;1,2083;145;32A;Y;13314,8;148
4865-C;2024-08-10;1190;SVO;KZN;09:20;10:50;8;0,375;3;32A;C;856,51;3
4865-Y;2024-08-10;1190;SVO;KZN;09:20;10:50;150;0,9267;139;32A;Y;5091,02;143
4866-C;2024-08-10;1191;KZN;SVO;11:40;13:25;8;0,375;3;32A;C;318,18;3
4866-Y;2024-08-10;1191;KZN;SVO;11:40;13:25;150;1,02;153;32A;Y;5526,04;156
4867-C;2024-08-10;1246;SVO;REN;17:50;22:00;12;0,0833;1;32N;C;113,7;1
4867-Y;2024-08-10;1246;SVO;REN;17:50;22:00;144;0,9514;137;32N;Y;7816,02;137
4868-C;2024-08-10;1276;SVO;KZN;13:10;14:40;16;0,0625;1;32B;C;221,13;1
4868-Y;2024-08-10;1276;SVO;KZN;13:10;14:40;167;0,9461;158;32B;Y;7093,62;162
4869-C;2024-08-10;1277;KZN;SVO;15:30;17:10;16;0,125;2;32B;C;528,26;2
4869-Y;2024-08-10;1277;KZN;SVO;15:30;17:10;167;1,024;171;32B;Y;7666,3;177
4870-C;2024-08-10;1478;SVO;ABA;00:15;08:50;16;0,375;6;32B;C;3060,04;7
4870-Y;2024-08-10;1478;SVO;ABA;00:15;08:50;167;1,0479;175;32B;Y;17789,36;175
4871-C;2024-08-10;1479;ABA;SVO;10:00;11:00;16;0,3125;5;32B;C;1699,02;5
4871-Y;2024-08-10;1479;ABA;SVO;10:00;11:00;167;1,024;171;32B;Y;23206,98;171
4872-C;2024-08-10;1524;SVO;RGK;01:05;09:30;28;0,8571;24;321;C;18723,4;24
4872-Y;2024-08-10;1524;SVO;RGK;01:05;09:30;142;1,0352;147;321;Y;22375,66;147
4873-C;2024-08-10;1525;RGK;SVO;10:30;11:05;28;0,9286;26;321;C;21859,28;26
4873-Y;2024-08-10;1525;RGK;SVO;10:30;11:05;142;0,9155;130;321;Y;21021,21;135
4874-C;2024-08-10;1713;KHV;SVO;15:45;16:50;28;0,5;14;359;C;7563,99;14
4874-W;2024-08-10;1713;KHV;SVO;15:45;16:50;24;0,6667;16;359;W;3294,73;16
4874-Y;2024-08-10;1713;KHV;SVO;15:45;16:50;264;1,0114;267;359;Y;22394,46;271
4875-C;2024-08-10;2142;SVO;AYT;08:20;12:50;28;0,5;14;359;C;8217,15;14
4875-W;2024-08-10;2142;SVO;AYT;08:20;12:50;24;0,9583;23;359;W;8746,44;23
4875-Y;2024-08-10;2142;SVO;AYT;08:20;12:50;264;0,2235;59;359;Y;11813,03;59
4876-C;2024-08-10;2143;AYT;SVO;14:20;19:15;28;0,4286;12;359;C;11309,36;12
4876-W;2024-08-10;2143;AYT;SVO;14:20;19:15;24;0,6667;16;359;W;5261,95;17
4876-Y;2024-08-10;2143;AYT;SVO;14:20;19:15;264;0,2008;53;359;Y;12157,62;61
4877-W;2024-08-10;6321;LED;KGD;01:00;01:55;5;0,4;2;SU9;W;110,75;2
4877-Y;2024-08-10;6321;LED;KGD;01:00;01:55;95;0,9684;92;SU9;Y;5615,6;92
4878-C;2024-08-10;6568;AER;LED;02:20;06:40;12;0,5833;7;73H;C;1170,27;7
4878-Y;2024-08-10;6568;AER;LED;02:20;06:40;156;0,6987;109;73H;Y;11661,41;109
4879-C;2024-08-10;6574;KJA;LED;05:55;07:00;8;0,5;4;32A;C;1144,4;4
4879-Y;2024-08-10;6574;KJA;LED;05:55;07:00;150;1,0067;151;32A;Y;22205,87;152
4880-Y;2024-08-10;6792;SVX;KJA;22:55;04:00;95;1,0105;96;SU9;Y;7832,91;96
4881-C;2024-10-12;209;PVG;SVO;11:40;16:20;28;0,6071;17;77W;C;20670,75;18
4881-W;2024-10-12;209;PVG;SVO;11:40;16:20;24;0,875;21;77W;W;13448,29;21
4881-Y;2024-10-12;209;PVG;SVO;11:40;16:20;375;0,4533;170;77W;Y;33638,2;170
4882-C;2024-10-12;224;SVO;SYX;12:40;03:20;28;0,2143;6;333;C;3207,2;5
4882-Y;2024-10-12;224;SVO;SYX;12:40;03:20;268;0,444;119;333;Y;27392,53;121
4883-C;2024-10-12;225;SYX;SVO;01:35;07:10;28;0,3571;10;333;C;5866,19;10
4883-Y;2024-10-12;225;SYX;SVO;01:35;07:10;268;0,4664;125;333;Y;24606,32;125
4884-C;2024-10-12;233;DEL;SVO;05:00;09:00;30;0,3;9;77W;C;6807,98;9
4884-W;2024-10-12;233;DEL;SVO;05:00;09:00;48;0,0833;4;77W;W;1113,95;4
4884-Y;2024-10-12;233;DEL;SVO;05:00;09:00;324;1,0525;341;77W;Y;75417,01;343
4885-C;2024-10-12;275;HKT;SVO;10:35;16:40;28;0,3214;9;77W;C;6842,31;9
4885-W;2024-10-12;275;HKT;SVO;10:35;16:40;24;0,1667;4;77W;W;2131,97;4
4885-Y;2024-10-12;275;HKT;SVO;10:35;16:40;375;0,36;135;77W;Y;36380,95;167
4886-C;2024-10-12;321;MLE;SVO;11:05;17:35;28;0,6071;17;359;C;17790,77;17
4886-W;2024-10-12;321;MLE;SVO;11:05;17:35;24;0,7917;19;359;W;9996,77;19
4886-Y;2024-10-12;321;MLE;SVO;11:05;17:35;264;0,553;146;359;Y;39885,8;146
4887-C;2024-10-12;427;SSH;SVO;16:30;22:30;30;0,6;18;77W;C;9068,72;18
4887-W;2024-10-12;427;SSH;SVO;16:30;22:30;48;0,0833;4;77W;W;1474,59;4
4887-Y;2024-10-12;427;SSH;SVO;16:30;22:30;324;0,1698;55;77W;Y;14268,96;55
4888-C;2024-10-12;521;DXB;SVO;16:05;20:50;30;0,8667;26;77W;C;14560,64;26
4888-W;2024-10-12;521;DXB;SVO;16:05;20:50;48;0,8542;41;77W;W;23405,29;45
4888-Y;2024-10-12;521;DXB;SVO;16:05;20:50;324;0,5741;186;77W;Y;43833,57;187
4889-C;2024-10-12;526;SVO;DXB;09:30;16:20;20;0,75;15;73H;C;20165,74;15
4889-Y;2024-10-12;526;SVO;DXB;09:30;16:20;138;0,6014;83;73H;Y;16714,14;83
4890-C;2024-10-12;851;SYX;KHV;01:30;09:30;20;0,1;2;73H;C;982,09;2
4890-Y;2024-10-12;851;SYX;KHV;01:30;09:30;138;0,5145;71;73H;Y;11612,83;71
4891-C;2024-10-12;1009;KGD;SVO;03:00;06:35;16;0,4375;7;32B;C;889,19;7
4891-Y;2024-10-12;1009;KGD;SVO;03:00;06:35;167;1,0599;177;32B;Y;6756,38;179
4892-C;2024-10-12;1018;SVO;KGD;12:05;13:40;16;0,6875;11;32B;C;1600,66;11
4892-Y;2024-10-12;1018;SVO;KGD;12:05;13:40;167;1,018;170;32B;Y;6437,0;173
4893-C;2024-10-12;1129;AER;SVO;19:35;23:05;8;1,0;8;32A;C;3121,0;8
4893-Y;2024-10-12;1129;AER;SVO;19:35;23:05;150;0,96;144;32A;Y;18481,46;145
4894-C;2024-10-12;1141;AER;SVO;06:20;09:50;16;0,6875;11;32B;C;2621,32;11
4894-Y;2024-10-12;1141;AER;SVO;06:20;09:50;167;1,0299;172;32B;Y;19539,75;173
4895-C;2024-10-12;1190;SVO;KZN;09:05;10:50;8;0,375;3;32A;C;551,75;3
4895-Y;2024-10-12;1190;SVO;KZN;09:05;10:50;150;0,9667;145;32A;Y;4503,2;147
4896-Y;2024-10-12;1191;KZN;SVO;11:40;13:20;150;0,8933;134;32A;Y;5665,49;136
4897-C;2024-10-12;1246;SVO;REN;17:45;22:00;20;0,1;2;320;C;248,16;2
4897-Y;2024-10-12;1246;SVO;REN;17:45;22:00;120;1,0833;130;320;Y;8087,09;133
4898-C;2024-10-12;1276;SVO;KZN;13:05;14:40;20;0,35;7;320;C;1325,05;7
4898-Y;2024-10-12;1276;SVO;KZN;13:05;14:40;120;1,0417;125;320;Y;5533,38;125
4899-C;2024-10-12;1277;KZN;SVO;15:30;17:10;20;0,3;6;320;C;1029,07;6
4899-Y;2024-10-12;1277;KZN;SVO;15:30;17:10;120;1,0;120;320;Y;5056,98;127
4900-C;2024-10-12;1478;SVO;ABA;00:10;08:50;16;0,125;2;32B;C;264,74;2
4900-Y;2024-10-12;1478;SVO;ABA;00:10;08:50;167;1,0659;178;32B;Y;15642,99;180
4901-C;2024-10-12;1479;ABA;SVO;10:00;11:00;16;0,25;4;32B;C;1519,7;5
4901-Y;2024-10-12;1479;ABA;SVO;10:00;11:00;167;1,0539;176;32B;Y;15996,14;176
4902-C;2024-10-12;1524;SVO;RGK;00:10;08:35;20;0,65;13;73H;C;6422,06;13
4902-Y;2024-10-12;1524;SVO;RGK;00:10;08:35;138;0,9855;136;73H;Y;12724,71;138
4903-C;2024-10-12;1525;RGK;SVO;11:20;11:50;20;0,7;14;73H;C;9379,04;15
4903-Y;2024-10-12;1525;RGK;SVO;11:20;11:50;138;0,9855;136;73H;Y;17593,88;138
4904-C;2024-10-12;1713;KHV;SVO;15:45;16:50;28;0,3571;10;359;C;3960,89;10
4904-W;2024-10-12;1713;KHV;SVO;15:45;16:50;24;1,0;24;359;W;6121,09;24
4904-Y;2024-10-12;1713;KHV;SVO;15:45;16:50;264;1,0227;270;359;Y;25964,94;274
4905-C;2024-10-12;2142;SVO;AYT;07:35;12:50;30;0,5;15;77W;C;12986,86;15
4905-W;2024-10-12;2142;SVO;AYT;07:35;12:50;48;0,2292;11;77W;W;3282,87;12
4905-Y;2024-10-12;2142;SVO;AYT;07:35;12:50;324;0,392;127;77W;Y;22951,46;127
4906-C;2024-10-12;2143;AYT;SVO;14:20;19:15;30;0,6667;20;77W;C;18155,26;20
4906-W;2024-10-12;2143;AYT;SVO;14:20;19:15;48;1,0;48;77W;W;27743,24;48
4906-Y;2024-10-12;2143;AYT;SVO;14:20;19:15;324;0,3673;119;77W;Y;48041,01;122
4907-C;2024-10-12;6568;AER;LED;02:20;06:40;8;0,5;4;32A;C;1459,46;4
4907-Y;2024-10-12;6568;AER;LED;02:20;06:40;150;1,0067;151;32A;Y;17319,65;151
4908-C;2024-10-12;6574;KJA;LED;05:55;07:00;8;0,5;4;32A;C;1650,81;4
4908-Y;2024-10-12;6574;KJA;LED;05:55;07:00;150;0,9467;142;32A;Y;14168,05;142
4909-W;2024-10-12;6792;SVX;KJA;22:30;03:35;5;0,2;1;SU9;W;102,97;1
4909-Y;2024-10-12;6792;SVX;KJA;22:30;03:35;95;1,0211;97;SU9;Y;5991,2;97
4910-C;2024-11-12;225;SYX;SVO;10:00;15:00;28;0,4643;13;333;C;6301,88;13
4910-Y;2024-11-12;225;SYX;SVO;10:00;15:00;268;0,3993;107;333;Y;29304,96;107
4911-C;2024-11-12;233;DEL;SVO;05:50;10:10;28;0,6429;18;359;C;11234,06;18
4911-W;2024-11-12;233;DEL;SVO;05:50;10:10;24;0,1667;4;359;W;1710,83;4
4911-Y;2024-11-12;233;DEL;SVO;05:50;10:10;264;1,0492;277;359;Y;57738,51;287
4912-C;2024-11-12;275;HKT;SVO;12:10;18:25;28;0,1429;4;77W;C;2487,97;4
4912-W;2024-11-12;275;HKT;SVO;12:10;18:25;24;0,3333;8;77W;W;3313,13;8
4912-Y;2024-11-12;275;HKT;SVO;12:10;18:25;375;0,2853;107;77W;Y;29515,75;111
4913-C;2024-11-12;321;MLE;SVO;11:00;18:00;30;0,8333;25;77W;C;40560,75;25
4913-W;2024-11-12;321;MLE;SVO;11:00;18:00;48;0,8125;39;77W;W;25680,96;39
4913-Y;2024-11-12;321;MLE;SVO;11:00;18:00;324;0,5093;165;77W;Y;42758,36;166
4914-C;2024-11-12;427;SSH;SVO;15:45;22:40;30;0,4667;14;77W;C;7803,69;15
4914-W;2024-11-12;427;SSH;SVO;15:45;22:40;48;0,0417;2;77W;W;886,56;2
4914-Y;2024-11-12;427;SSH;SVO;15:45;22:40;324;0,213;69;77W;Y;15677,69;69
4915-C;2024-11-12;521;DXB;SVO;16:35;21:25;30;0,8667;26;77W;C;16236,4;26
4915-W;2024-11-12;521;DXB;SVO;16:35;21:25;48;0,9167;44;77W;W;19479,89;44
4915-Y;2024-11-12;521;DXB;SVO;16:35;21:25;324;0,4969;161;77W;Y;25294,7;162
4916-C;2024-11-12;526;SVO;DXB;07:40;14:35;28;0,5357;15;333;C;20589,54;15
4916-Y;2024-11-12;526;SVO;DXB;07:40;14:35;268;0,3097;83;333;Y;12482,57;83
4917-Y;2024-11-12;851;SYX;KHV;06:00;14:00;138;0,558;77;73H;Y;14994,26;77
4918-C;2024-11-12;1009;KGD;SVO;06:10;09:50;16;0,875;14;32B;C;2316,21;14
4918-Y;2024-11-12;1009;KGD;SVO;06:10;09:50;167;1,012;169;32B;Y;6419,38;170
4919-C;2024-11-12;1018;SVO;KGD;11:25;13:00;16;0,375;6;32B;C;866,44;6
4919-W;2024-11-12;1018;SVO;KGD;11:25;13:00;29;0,2759;8;32B;W;754,33;8
4919-Y;2024-11-12;1018;SVO;KGD;11:25;13:00;138;0,9638;133;32B;Y;4899,87;134
4920-C;2024-11-12;1054;SVO;MCX;10:35;13:40;8;0,25;2;32A;C;783,91;2
4920-Y;2024-11-12;1054;SVO;MCX;10:35;13:40;150;1,0067;151;32A;Y;5576,15;151
4921-C;2024-11-12;1055;MCX;SVO;14:40;17:45;8;0,25;2;32A;C;289,68;2
4921-Y;2024-11-12;1055;MCX;SVO;14:40;17:45;150;1,02;153;32A;Y;8690,42;157
4922-C;2024-11-12;1129;AER;SVO;06:05;09:40;8;0,875;7;32A;C;1214,37;7
4922-Y;2024-11-12;1129;AER;SVO;06:05;09:40;150;1,0067;151;32A;Y;9753,34;155
4923-C;2024-11-12;1141;AER;SVO;21:20;00:45;16;0,375;6;32B;C;1173,15;6
4923-Y;2024-11-12;1141;AER;SVO;21:20;00:45;167;1,0599;177;32B;Y;11997,46;179
4924-C;2024-11-12;1190;SVO;KZN;10:40;12:20;16;0,375;6;32B;C;1412,78;6
4924-Y;2024-11-12;1190;SVO;KZN;10:40;12:20;167;1,024;171;32B;Y;6295,7;173
4925-C;2024-11-12;1191;KZN;SVO;13:20;15:05;16;0,3125;5;32B;C;778,13;5
4925-Y;2024-11-12;1191;KZN;SVO;13:20;15:05;167;0,5449;91;32B;Y;2726,96;92
4926-C;2024-11-12;1246;SVO;REN;06:55;11:20;8;0,125;1;32A;C;291,29;1
4926-Y;2024-11-12;1246;SVO;REN;06:55;11:20;150;1,06;159;32A;Y;5230,44;161
4927-C;2024-11-12;1276;SVO;KZN;08:05;10:00;16;0,4375;7;32B;C;1496,94;7
4927-Y;2024-11-12;1276;SVO;KZN;08:05;10:00;167;0,9401;157;32B;Y;5293,76;161
4928-C;2024-11-12;1277;KZN;SVO;10:50;12:35;16;0,5;8;32B;C;1551,21;8
4928-Y;2024-11-12;1277;KZN;SVO;10:50;12:35;167;0,8084;135;32B;Y;3965,75;135
4929-C;2024-11-12;1478;SVO;ABA;23:50;08:45;20;0,25;5;73H;C;1410,67;5
4929-Y;2024-11-12;1478;SVO;ABA;23:50;08:45;138;1,1087;153;73H;Y;19450,37;155
4930-C;2024-11-12;1524;SVO;RGK;04:30;13:00;20;0,3;6;73H;C;2292,75;6
4930-Y;2024-11-12;1524;SVO;RGK;04:30;13:00;138;1,087;150;73H;Y;11591,57;150
4931-C;2024-11-12;1525;RGK;SVO;14:00;14:55;20;0,1;2;73H;C;2210,28;2
4931-Y;2024-11-12;1525;RGK;SVO;14:00;14:55;138;1,1159;154;73H;Y;10941,89;158
4932-C;2024-11-12;1713;KHV;SVO;14:35;15:55;30;0,3667;11;77W;C;5788,68;11
4932-W;2024-11-12;1713;KHV;SVO;14:35;15:55;48;0,3958;19;77W;W;4605,81;19
4932-Y;2024-11-12;1713;KHV;SVO;14:35;15:55;324;1,142;370;77W;Y;38379,03;372
4933-C;2024-11-12;2142;SVO;AYT;11:20;16:30;30;0,4333;13;77W;C;6021,81;13
4933-Y;2024-11-12;2142;SVO;AYT;11:20;16:30;324;0,0772;25;77W;Y;2983,37;25
4934-C;2024-11-12;2143;AYT;SVO;18:10;23:10;30;0,8;24;77W;C;12777,14;24
4934-W;2024-11-12;2143;AYT;SVO;18:10;23:10;48;0,3542;17;77W;W;4485,95;17
4934-Y;2024-11-12;2143;AYT;SVO;18:10;23:10;324;0,7593;246;77W;Y;50355,57;246
4935-C;2024-11-12;6568;AER;LED;08:00;12:15;8;0,75;6;319;C;1097,06;6
4935-Y;2024-11-12;6568;AER;LED;08:00;12:15;120;0,9583;115;319;Y;11669,95;115
4936-C;2024-11-12;6574;KJA;LED;20:45;21:55;8;0,5;4;319;C;950,79;4
4936-Y;2024-11-12;6574;KJA;LED;20:45;21:55;120;0,775;93;319;Y;7160,81;93
4937-C;2024-11-12;6792;SVX;KJA;15:45;20:50;8;0,125;1;319;C;142,42;1
4937-Y;2024-11-12;6792;SVX;KJA;15:45;20:50;120;0,8;96;319;Y;4821,3;96
4938-C;2024-12-21;209;PVG;SVO;11:45;16:50;30;0,4333;13;77W;C;8902,81;13
4938-W;2024-12-21;209;PVG;SVO;11:45;16:50;48;0,6667;32;77W;W;17596,46;32
4938-Y;2024-12-21;209;PVG;SVO;11:45;16:50;324;0,8981;291;77W;Y;67658,92;291
4939-C;2024-12-21;224;SVO;SYX;12:30;03:20;28;0,3929;11;333;C;10529,64;11
4939-Y;2024-12-21;224;SVO;SYX;12:30;03:20;268;0,4664;125;333;Y;33068,71;125
4940-Y;2024-12-21;225;SYX;SVO;07:30;13:25;268;0,2463;66;333;Y;12614,87;66
4941-C;2024-12-21;233;DEL;SVO;05:50;10:10;28;0,7857;22;359;C;17584,03;22
4941-W;2024-12-21;233;DEL;SVO;05:50;10:10;24;0,1667;4;359;W;1112,75;4
4941-Y;2024-12-21;233;DEL;SVO;05:50;10:10;264;0,9621;254;359;Y;49752,03;254
4942-C;2024-12-21;275;HKT;SVO;12:10;18:25;28;0,4286;12;77W;C;14298,91;12
4942-W;2024-12-21;275;HKT;SVO;12:10;18:25;24;0,5417;13;77W;W;7471,09;13
4942-Y;2024-12-21;275;HKT;SVO;12:10;18:25;375;0,3867;145;77W;Y;37735,74;147
4943-C;2024-12-21;321;MLE;SVO;11:00;18:00;30;0,6;18;77W;C;22825,32;18
4943-W;2024-12-21;321;MLE;SVO;11:00;18:00;48;0,4792;23;77W;W;10764,6;23
4943-Y;2024-12-21;321;MLE;SVO;11:00;18:00;324;0,2438;79;77W;Y;20214,65;81
4944-C;2024-12-21;427;SSH;SVO;15:45;22:35;30;0,2333;7;77W;C;2290,74;7
4944-Y;2024-12-21;427;SSH;SVO;15:45;22:35;324;0,0556;18;77W;Y;2646,8;18
4945-C;2024-12-21;521;DXB;SVO;16:35;21:15;30;0,7;21;77W;C;11904,65;21
4945-W;2024-12-21;521;DXB;SVO;16:35;21:15;48;0,2292;11;77W;W;4761,72;11
4945-Y;2024-12-21;521;DXB;SVO;16:35;21:15;324;0,4815;156;77W;Y;29034,32;156
4946-C;2024-12-21;526;SVO;DXB;11:30;18:00;30;0,6;18;77W;C;16821,04;18
4946-W;2024-12-21;526;SVO;DXB;11:30;18:00;48;0,625;30;77W;W;12117,92;30
4946-Y;2024-12-21;526;SVO;DXB;11:30;18:00;324;0,4722;153;77W;Y;27228,32;157
4947-C;2024-12-21;638;VVO;HKT;06:15;11:00;30;0,9333;28;77W;C;40820,81;28
4947-W;2024-12-21;638;VVO;HKT;06:15;11:00;48;0,6458;31;77W;W;22068,33;31
4947-Y;2024-12-21;638;VVO;HKT;06:15;11:00;324;0,4753;154;77W;Y;79547,59;155
4948-Y;2024-12-21;851;SYX;KHV;05:30;14:00;138;0,4058;56;73H;Y;9684,09;56
4949-C;2024-12-21;1009;KGD;SVO;06:10;09:50;16;0,6875;11;32B;C;1964,3;12
4949-W;2024-12-21;1009;KGD;SVO;06:10;09:50;29;0,3793;11;32B;W;912,64;11
4949-Y;2024-12-21;1009;KGD;SVO;06:10;09:50;138;1,1739;162;32B;Y;6752,09;161
4950-C;2024-12-21;1018;SVO;KGD;11:20;13:00;16;0,8125;13;32B;C;2622,76;13
4950-W;2024-12-21;1018;SVO;KGD;11:20;13:00;29;0,6552;19;32B;W;1948,86;19
4950-Y;2024-12-21;1018;SVO;KGD;11:20;13:00;138;1,0362;143;32B;Y;5892,3;145
4951-C;2024-12-21;1054;SVO;MCX;10:35;13:40;8;0,75;6;32A;C;1207,15;6
4951-Y;2024-12-21;1054;SVO;MCX;10:35;13:40;150;0,9867;148;32A;Y;8925,08;150
4952-Y;2024-12-21;1055;MCX;SVO;14:40;17:45;150;0,9533;143;32A;Y;6023,51;143
4953-C;2024-12-21;1129;AER;SVO;06:05;09:40;16;0,125;2;32B;C;509,9;2
4953-Y;2024-12-21;1129;AER;SVO;06:05;09:40;167;0,6347;106;32B;Y;3905,74;105
4954-C;2024-12-21;1141;AER;SVO;21:20;00:45;28;0,0714;2;321;C;280,42;2
4954-Y;2024-12-21;1141;AER;SVO;21:20;00:45;142;0,507;72;321;Y;3108,08;76
4955-C;2024-12-21;1190;SVO;KZN;10:40;12:20;16;0,875;14;32B;C;4264,59;14
4955-Y;2024-12-21;1190;SVO;KZN;10:40;12:20;167;0,9701;162;32B;Y;7852,99;164
4956-C;2024-12-21;1191;KZN;SVO;13:20;15:05;16;0,3125;5;32B;C;937,61;5
4956-Y;2024-12-21;1191;KZN;SVO;13:20;15:05;167;0,8802;147;32B;Y;5564,01;151
4957-C;2024-12-21;1246;SVO;REN;06:55;11:20;8;0,375;3;32A;C;484,19;3
4957-Y;2024-12-21;1246;SVO;REN;06:55;11:20;150;1,0467;157;32A;Y;10272,1;157
4958-C;2024-12-21;1276;SVO;KZN;08:10;10:00;16;0,125;2;32B;C;280,28;2
4958-Y;2024-12-21;1276;SVO;KZN;08:10;10:00;167;0,988;165;32B;Y;6700,52;165
4959-C;2024-12-21;1277;KZN;SVO;10:50;12:35;16;0,5625;9;32B;C;1677,97;9
4959-Y;2024-12-21;1277;KZN;SVO;10:50;12:35;167;0,8922;149;32B;Y;6574,98;152
4960-C;2024-12-21;1478;SVO;ABA;23:55;08:45;20;0,5;10;73H;C;4150,19;10
4960-Y;2024-12-21;1478;SVO;ABA;23:55;08:45;138;1,0507;145;73H;Y;17354,11;145
4961-C;2024-12-21;1479;ABA;SVO;09:55;11:00;20;0,25;5;73H;C;1467,88;5
4961-Y;2024-12-21;1479;ABA;SVO;09:55;11:00;138;0,8333;115;73H;Y;9819,12;115
4962-C;2024-12-21;1524;SVO;RGK;00:05;08:35;20;0,75;15;73H;C;11137,96;15
4962-Y;2024-12-21;1524;SVO;RGK;00:05;08:35;138;1,0072;139;73H;Y;16643,76;140
4963-C;2024-12-21;1525;RGK;SVO;11:45;12:35;20;0,25;5;73H;C;2089,69;5
4963-Y;2024-12-21;1525;RGK;SVO;11:45;12:35;138;0,7971;110;73H;Y;7618,29;114
4964-C;2024-12-21;1713;KHV;SVO;14:35;15:55;36;0,7778;28;333;C;23091,05;28
4964-Y;2024-12-21;1713;KHV;SVO;14:35;15:55;265;0,9925;263;333;Y;26205,98;269
4965-C;2024-12-21;2142;SVO;AYT;11:25;16:30;12;0,3333;4;32Q;C;1079,71;4
4965-Y;2024-12-21;2142;SVO;AYT;11:25;16:30;184;0,663;122;32Q;Y;18498,98;124
4966-C;2024-12-21;2143;AYT;SVO;17:30;22:30;12;0,75;9;32Q;C;5301,67;9
4966-Y;2024-12-21;2143;AYT;SVO;17:30;22:30;184;0,6467;119;32Q;Y;17935,38;123
4967-C;2024-12-21;6574;KJA;LED;20:45;21:40;8;0,125;1;319;C;405,41;1
4967-Y;2024-12-21;6574;KJA;LED;20:45;21:40;120;0,8;96;319;Y;9643,67;99
4968-W;2024-12-21;6792;SVX;KJA;00:05;05:10;5;0,2;1;SU9;W;105,81;1
4968-Y;2024-12-21;6792;SVX;KJA;00:05;05:10;95;1,0421;99;SU9;Y;6730,06;102
4969-C;2024-09-18;209;PVG;SVO;11:40;16:20;28;0,5;14;77W;C;12085,48;14
4969-W;2024-09-18;209;PVG;SVO;11:40;16:20;24;0,2917;7;77W;W;1646,67;7
4969-Y;2024-09-18;209;PVG;SVO;11:40;16:20;375;0,512;192;77W;Y;35068,0;192
4970-C;2024-09-18;224;SVO;SYX;12:30;03:20;28;0,25;7;359;C;2662,09;7
4970-W;2024-09-18;224;SVO;SYX;12:30;03:20;24;0,0417;1;359;W;377,14;1
4970-Y;2024-09-18;224;SVO;SYX;12:30;03:20;264;0,4659;123;359;Y;22459,3;123
4971-C;2024-09-18;233;DEL;SVO;05:00;09:00;12;0,9167;11;32Q;C;10338,82;11
4971-Y;2024-09-18;233;DEL;SVO;05:00;09:00;184;0,9728;179;32Q;Y;51476,6;182
4972-C;2024-09-18;275;HKT;SVO;10:35;16:40;30;0,1667;5;77W;C;1611,79;5
4972-W;2024-09-18;275;HKT;SVO;10:35;16:40;48;0,0625;3;77W;W;1168,14;3
4972-Y;2024-09-18;275;HKT;SVO;10:35;16:40;324;0,2284;74;77W;Y;18827,52;88
4973-C;2024-09-18;321;MLE;SVO;11:05;17:35;28;0,5714;16;359;C;15737,52;16
4973-W;2024-09-18;321;MLE;SVO;11:05;17:35;24;0,7917;19;359;W;10407,96;19
4973-Y;2024-09-18;321;MLE;SVO;11:05;17:35;264;0,4848;128;359;Y;35449,07;131
4974-C;2024-09-18;427;SSH;SVO;16:30;22:30;28;0,25;7;333;C;1812,73;7
4974-Y;2024-09-18;427;SSH;SVO;16:30;22:30;268;0,0933;25;333;Y;4446,83;27
4975-C;2024-09-18;521;DXB;SVO;16:05;20:50;20;0,3;6;73H;C;2470,77;6
4975-Y;2024-09-18;521;DXB;SVO;16:05;20:50;138;0,2246;31;73H;Y;6606,13;33
